uid,title,genre,episodes,members,popularity,ranked,score,img_url,link
16468,One Piece: Glorious Island,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Fantasy', 'Shounen']",2,18894,3287,2633,7.28,https://cdn.myanimelist.net/images/anime/7/85476.jpg,https://myanimelist.net/anime/16468/One_Piece__Glorious_Island
13093,Nazo no Kanojo X: Nazo no Natsu Matsuri,"['Ecchi', 'Romance', 'Mystery', 'Seinen']",1,26170,2769,2631,7.28,https://cdn.myanimelist.net/images/anime/12/41297.jpg,https://myanimelist.net/anime/13093/Nazo_no_Kanojo_X__Nazo_no_Natsu_Matsuri
1168,Musekinin Kanchou Tylor OVA,"['Adventure', 'Comedy', 'Drama', 'Military', 'Sci-Fi', 'Space']",10,6870,5053,2630,7.28,https://cdn.myanimelist.net/images/anime/5/30471.jpg,https://myanimelist.net/anime/1168/Musekinin_Kanchou_Tylor_OVA
38544,Egao no Daika,"['Military', 'Slice of Life', 'Drama', 'Fantasy', 'Mecha']",12,26031,2783,7791,6.14,https://cdn.myanimelist.net/images/anime/1640/100466.jpg,https://myanimelist.net/anime/38544/Egao_no_Daika
12637,"Mogyutto ""Love"" de Sekkinchuu!",['Music'],1,10532,4242,2629,7.28,https://cdn.myanimelist.net/images/anime/6/40821.jpg,https://myanimelist.net/anime/12637/Mogyutto_Love_de_Sekkinchuu
22449,Hello Kitty no Nagagutsu wo Naita Neko,"['Kids', 'Fantasy']",1,234,12885,7794,6.14,https://cdn.myanimelist.net/images/anime/5/58667.jpg,https://myanimelist.net/anime/22449/Hello_Kitty_no_Nagagutsu_wo_Naita_Neko
94,Mobile Suit Gundam SEED Destiny,"['Action', 'Drama', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Space']",50,82409,1319,2628,7.28,https://cdn.myanimelist.net/images/anime/1700/91080.jpg,https://myanimelist.net/anime/94/Mobile_Suit_Gundam_SEED_Destiny
1196,Masuda Kousuke Gekijou Gag Manga Biyori,"['Comedy', 'Parody']",12,7296,4924,2627,7.28,https://cdn.myanimelist.net/images/anime/12/3537.jpg,https://myanimelist.net/anime/1196/Masuda_Kousuke_Gekijou_Gag_Manga_Biyori
35159,Kimi no Hikari: Asagao to Kase-san.,"['Music', 'Romance', 'School', 'Shoujo Ai']",1,20080,3203,2625,7.28,https://cdn.myanimelist.net/images/anime/13/84882.jpg,https://myanimelist.net/anime/35159/Kimi_no_Hikari__Asagao_to_Kase-san
2745,Jigoku Sensei Nube OVA,"['Action', 'Supernatural', 'Comedy', 'School', 'Demons', 'Horror', 'Shounen']",3,2172,7752,2624,7.28,https://cdn.myanimelist.net/images/anime/6/21281.jpg,https://myanimelist.net/anime/2745/Jigoku_Sensei_Nube_OVA
14765,Ixion Saga DT,"['Action', 'Comedy', 'Fantasy']",25,82595,1320,2623,7.28,https://cdn.myanimelist.net/images/anime/8/42863.jpg,https://myanimelist.net/anime/14765/Ixion_Saga_DT
1206,Ihatov Gensou: Kenji no Haru,"['Drama', 'Historical', 'Slice of Life']",1,5496,5528,2622,7.28,https://cdn.myanimelist.net/images/anime/5/57331.jpg,https://myanimelist.net/anime/1206/Ihatov_Gensou__Kenji_no_Haru
4550,Hyakko,"['Comedy', 'School', 'Slice of Life']",13,38335,2242,2621,7.28,https://cdn.myanimelist.net/images/anime/3/21685.jpg,https://myanimelist.net/anime/4550/Hyakko
8074,Highschool of the Dead,"['Action', 'Horror', 'Supernatural', 'Ecchi', 'Shounen']",12,900207,42,2620,7.28,https://cdn.myanimelist.net/images/anime/11/78311.jpg,https://myanimelist.net/anime/8074/Highschool_of_the_Dead
11077,Hellsing: The Dawn,"['Action', 'Horror', 'Seinen', 'Supernatural', 'Vampire']",3,63777,1601,2619,7.28,https://cdn.myanimelist.net/images/anime/5/30667.jpg,https://myanimelist.net/anime/11077/Hellsing__The_Dawn
9931,Happy Birthday: Inochi Kagayaku Toki,"['Drama', 'Kids', 'Slice of Life']",1,2582,7344,2583,7.29,https://cdn.myanimelist.net/images/anime/1567/94728.jpg,https://myanimelist.net/anime/9931/Happy_Birthday__Inochi_Kagayaku_Toki
8154,Gegege no Kitarou: Saikyou Youkai Gundan! Nippon Jouriku!!,"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']",1,499,11007,7700,6.16,https://cdn.myanimelist.net/images/anime/5/27356.jpg,https://myanimelist.net/anime/8154/Gegege_no_Kitarou__Saikyou_Youkai_Gundan_Nippon_Jouriku
8178,Fujoshi no Hinkaku,['Slice of Life'],1,805,9953,7698,6.16,https://cdn.myanimelist.net/images/anime/13/20821.jpg,https://myanimelist.net/anime/8178/Fujoshi_no_Hinkaku
2885,Ganbare Goemon,"['Comedy', 'Shounen']",23,1034,9444,7699,6.16,https://cdn.myanimelist.net/images/anime/6/65107.jpg,https://myanimelist.net/anime/2885/Ganbare_Goemon
8960,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,"['Action', 'Comedy']",10,1034,9445,7400,6.23,https://cdn.myanimelist.net/images/anime/9/25713.jpg,https://myanimelist.net/anime/8960/MonHun_Nikki_Girigiri_Airou_Mura__Airou_Kiki_Ippatsu
10138,Manga Hajimete Omoshiro Juku,"['Adventure', 'Kids']",110,288,12251,7200,6.27,https://cdn.myanimelist.net/images/anime/13/28065.jpg,https://myanimelist.net/anime/10138/Manga_Hajimete_Omoshiro_Juku
27945,Gugure! Kokkuri-san Specials,"['Comedy', 'Supernatural', 'Romance', 'Shounen']",11,10387,4277,2618,7.28,https://cdn.myanimelist.net/images/anime/4/67735.jpg,https://myanimelist.net/anime/27945/Gugure_Kokkuri-san_Specials
36783,Girls & Panzer: Dai 63-kai Senshadou Zenkoku Koukousei Taikai Soushuuhen,"['Action', 'Military', 'School']",1,3491,6655,2617,7.28,https://cdn.myanimelist.net/images/anime/1429/90829.jpg,https://myanimelist.net/anime/36783/Girls___Panzer__Dai_63-kai_Senshadou_Zenkoku_Koukousei_Taikai_Soushuuhen
2030,El Cazador de la Bruja,"['Adventure', 'Drama', 'Mystery']",26,41613,2130,2615,7.28,https://cdn.myanimelist.net/images/anime/11/19922.jpg,https://myanimelist.net/anime/2030/El_Cazador_de_la_Bruja
654,Galaxy Angel 3 Specials,"['Comedy', 'Sci-Fi']",2,3057,6967,2616,7.28,https://cdn.myanimelist.net/images/anime/8/6758.jpg,https://myanimelist.net/anime/654/Galaxy_Angel_3_Specials
2661,Doraemon Movie 13: Nobita to Kumo no Oukoku,"['Adventure', 'Comedy']",1,3178,6875,2614,7.28,https://cdn.myanimelist.net/images/anime/11/72418.jpg,https://myanimelist.net/anime/2661/Doraemon_Movie_13__Nobita_to_Kumo_no_Oukoku
10444,Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,"['Action', 'Adventure', 'Fantasy', 'Comedy', 'Shounen']",24,18725,3296,2613,7.28,https://cdn.myanimelist.net/images/anime/11/28688.jpg,https://myanimelist.net/anime/10444/Digimon_Xros_Wars__Aku_no_Death_General_to_Nanatsu_no_Oukoku
36466,Digimon Adventure tri. 6: Bokura no Mirai,"['Action', 'Adventure', 'Comedy', 'Drama']",1,26127,2779,2612,7.28,https://cdn.myanimelist.net/images/anime/10/88936.jpg,https://myanimelist.net/anime/36466/Digimon_Adventure_tri_6__Bokura_no_Mirai
34962,Digimon Adventure tri. 5: Kyousei,"['Action', 'Adventure', 'Comedy', 'Drama']",1,31469,2506,2611,7.28,https://cdn.myanimelist.net/images/anime/1743/93826.jpg,https://myanimelist.net/anime/34962/Digimon_Adventure_tri_5__Kyousei
61,D.N.Angel,"['Action', 'Comedy', 'Magic', 'Romance', 'Fantasy', 'School', 'Shoujo']",26,155094,716,2610,7.28,https://cdn.myanimelist.net/images/anime/6/73938.jpg,https://myanimelist.net/anime/61/DNAngel
3627,D.C.II S.S.: Da Capo II Second Season,"['Fantasy', 'Comedy', 'Harem', 'Romance', 'Drama']",13,25118,2834,2609,7.28,https://cdn.myanimelist.net/images/anime/9/75306.jpg,https://myanimelist.net/anime/3627/DCII_SS__Da_Capo_II_Second_Season
9925,Amagami SS: Tachibana Miya-hen - Imouto,['School'],1,41205,2140,2608,7.28,https://cdn.myanimelist.net/images/anime/5/27464.jpg,https://myanimelist.net/anime/9925/Amagami_SS__Tachibana_Miya-hen_-_Imouto
12669,Amagami SS+ Plus Specials,['Romance'],6,25636,2804,2607,7.28,https://cdn.myanimelist.net/images/anime/12/56023.jpg,https://myanimelist.net/anime/12669/Amagami_SS__Plus_Specials
17901,All Alone With You,"['Fantasy', 'Music']",1,13411,3844,2606,7.28,https://cdn.myanimelist.net/images/anime/6/47703.jpg,https://myanimelist.net/anime/17901/All_Alone_With_You
32899,Watashi ga Motete Dousunda,"['Harem', 'Comedy', 'Romance', 'School', 'Shoujo']",12,197045,551,2605,7.29,https://cdn.myanimelist.net/images/anime/4/81953.jpg,https://myanimelist.net/anime/32899/Watashi_ga_Motete_Dousunda
390,Suzuka,"['Sports', 'Drama', 'Romance', 'Shounen']",26,90549,1197,2603,7.29,https://cdn.myanimelist.net/images/anime/6/19983.jpg,https://myanimelist.net/anime/390/Suzuka
6758,Tatakau Shisho: The Book of Bantorra,"['Action', 'Fantasy', 'Seinen', 'Super Power']",27,49187,1915,2604,7.29,https://cdn.myanimelist.net/images/anime/13/22769.jpg,https://myanimelist.net/anime/6758/Tatakau_Shisho__The_Book_of_Bantorra
1662,Space Fantasia 2001 Nights,"['Drama', 'Sci-Fi', 'Seinen', 'Space']",1,2126,7813,6846,6.35,https://cdn.myanimelist.net/images/anime/13/49671.jpg,https://myanimelist.net/anime/1662/Space_Fantasia_2001_Nights
2285,D.I.C.E.,"['Action', 'Adventure', 'Kids', 'Mecha', 'Sci-Fi', 'Shounen']",40,3668,6513,6746,6.36,https://cdn.myanimelist.net/images/anime/1/2523.jpg,https://myanimelist.net/anime/2285/DICE
9035,Lupin the Third x Monkey Majik,"['Adventure', 'Music']",1,2335,7572,6459,6.42,https://cdn.myanimelist.net/images/anime/8/88095.jpg,https://myanimelist.net/anime/9035/Lupin_the_Third_x_Monkey_Majik
2277,Mahou Yuugi 2D,"['Adventure', 'Comedy', 'Magic', 'Fantasy']",24,2731,7214,6401,6.43,https://cdn.myanimelist.net/images/anime/9/80722.jpg,https://myanimelist.net/anime/2277/Mahou_Yuugi_2D
10693,Appleseed XIII Remix Movie 2: Yogen,"['Action', 'Mecha', 'Military', 'Sci-Fi', 'Police']",1,3441,6669,5903,6.53,https://cdn.myanimelist.net/images/anime/6/37085.jpg,https://myanimelist.net/anime/10693/Appleseed_XIII_Remix_Movie_2__Yogen
4469,.hack//G.U. Trilogy: Parody Mode,"['Fantasy', 'Game', 'Comedy', 'Sci-Fi', 'Parody']",1,9337,4466,5849,6.54,https://cdn.myanimelist.net/images/anime/10/8661.jpg,https://myanimelist.net/anime/4469/hack__GU_Trilogy__Parody_Mode
37561,Akanesasu Shoujo,"['Action', 'School', 'Sci-Fi']",12,25329,2831,5850,6.54,https://cdn.myanimelist.net/images/anime/1210/95781.jpg,https://myanimelist.net/anime/37561/Akanesasu_Shoujo
32698,Monster Musume no Iru Nichijou OVA,"['Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'Seinen']",2,58183,1716,2595,7.29,https://cdn.myanimelist.net/images/anime/2/83661.jpg,https://myanimelist.net/anime/32698/Monster_Musume_no_Iru_Nichijou_OVA
5351,Mobile Suit Gundam 00: Tenshitachi no Kiseki,"['Action', 'Sci-Fi', 'Mecha']",1,5880,5387,2594,7.29,https://cdn.myanimelist.net/images/anime/11/54435.jpg,https://myanimelist.net/anime/5351/Mobile_Suit_Gundam_00__Tenshitachi_no_Kiseki
6779,Pokonyan!,"['Comedy', 'Fantasy', 'Kids', 'Magic']",170,562,10716,5300,6.66,https://cdn.myanimelist.net/images/anime/13/15707.jpg,https://myanimelist.net/anime/6779/Pokonyan
5084,Mai Mai Shinko to Sennen no Mahou,"['Adventure', 'Drama']",1,10293,4287,2593,7.29,https://cdn.myanimelist.net/images/anime/7/82870.jpg,https://myanimelist.net/anime/5084/Mai_Mai_Shinko_to_Sennen_no_Mahou
28013,Macross Δ,"['Action', 'Military', 'Sci-Fi', 'Music', 'Space', 'Romance', 'Mecha']",26,53394,1816,2592,7.29,https://cdn.myanimelist.net/images/anime/5/79376.jpg,https://myanimelist.net/anime/28013/Macross_%CE%94
11777,Lupin III: Chi no Kokuin - Eien no Mermaid,"['Action', 'Adventure', 'Comedy', 'Seinen']",1,4689,5903,2591,7.29,https://cdn.myanimelist.net/images/anime/12/32929.jpg,https://myanimelist.net/anime/11777/Lupin_III__Chi_no_Kokuin_-_Eien_no_Mermaid
33074,Lupin III (2015) Specials,"['Action', 'Adventure', 'Comedy', 'Seinen']",2,4587,5968,2590,7.29,https://cdn.myanimelist.net/images/anime/10/79629.jpg,https://myanimelist.net/anime/33074/Lupin_III_2015_Specials
1013,Le Chevalier D'Eon,"['Historical', 'Magic', 'Mystery', 'Seinen', 'Supernatural']",24,44750,2042,2589,7.29,https://cdn.myanimelist.net/images/anime/8/74930.jpg,https://myanimelist.net/anime/1013/Le_Chevalier_DEon
29583,Kuroko no Basket: Oshaberi Demo Shimasen ka,"['Comedy', 'Sports', 'School', 'Shounen']",1,15004,3665,2588,7.29,https://cdn.myanimelist.net/images/anime/11/71175.jpg,https://myanimelist.net/anime/29583/Kuroko_no_Basket__Oshaberi_Demo_Shimasen_ka
34712,Kujira no Kora wa Sajou ni Utau,"['Mystery', 'Super Power', 'Drama', 'Fantasy', 'Shoujo']",12,123964,914,2587,7.29,https://cdn.myanimelist.net/images/anime/4/86661.jpg,https://myanimelist.net/anime/34712/Kujira_no_Kora_wa_Sajou_ni_Utau
28623,Koutetsujou no Kabaneri,"['Action', 'Horror', 'Supernatural', 'Drama', 'Fantasy']",12,480530,145,2586,7.29,https://cdn.myanimelist.net/images/anime/12/79164.jpg,https://myanimelist.net/anime/28623/Koutetsujou_no_Kabaneri
29325,Koukaku Kidoutai Arise: Alternative Architecture,"['Sci-Fi', 'Police', 'Psychological', 'Mecha']",10,34030,2389,2585,7.29,https://cdn.myanimelist.net/images/anime/5/72037.jpg,https://myanimelist.net/anime/29325/Koukaku_Kidoutai_Arise__Alternative_Architecture
3010,Kaiketsu Zorro,"['Adventure', 'Historical', 'Shounen']",52,7755,4813,2584,7.29,https://cdn.myanimelist.net/images/anime/4/10294.jpg,https://myanimelist.net/anime/3010/Kaiketsu_Zorro
17933,Pyuu to Fuku! Jaguar,"['Comedy', 'Music', 'Shounen']",3,562,10747,5302,6.66,https://cdn.myanimelist.net/images/anime/13/47763.jpg,https://myanimelist.net/anime/17933/Pyuu_to_Fuku_Jaguar
31537,Manaria Friends,"['Demons', 'Fantasy', 'Magic', 'Supernatural']",10,73758,1444,5150,6.69,https://cdn.myanimelist.net/images/anime/1580/95199.jpg,https://myanimelist.net/anime/31537/Manaria_Friends
38693,Overlord: Ple Ple Pleiades - Clementine Toubou-hen,"['Action', 'Comedy', 'Magic', 'Fantasy']",3,9145,4526,5100,6.7,https://cdn.myanimelist.net/images/anime/1874/96290.jpg,https://myanimelist.net/anime/38693/Overlord__Ple_Ple_Pleiades_-_Clementine_Toubou-hen
13833,Nagareboshi Lens,"['Romance', 'Shoujo']",1,17184,3448,5052,6.71,https://cdn.myanimelist.net/images/anime/7/38377.jpg,https://myanimelist.net/anime/13833/Nagareboshi_Lens
1524,Fuujin Monogatari,"['Slice of Life', 'Fantasy', 'Supernatural', 'School', 'Drama']",13,12457,3952,2581,7.29,https://cdn.myanimelist.net/images/anime/4/50349.jpg,https://myanimelist.net/anime/1524/Fuujin_Monogatari
1126,Figure 17: Tsubasa & Hikaru,"['Sci-Fi', 'Slice of Life']",13,9955,4356,2580,7.29,https://cdn.myanimelist.net/images/anime/7/15438.jpg,https://myanimelist.net/anime/1126/Figure_17__Tsubasa___Hikaru
2675,Doraemon Movie 17: Nobita to Ginga Express,['Fantasy'],1,2747,7195,2578,7.29,https://cdn.myanimelist.net/images/anime/2/72422.jpg,https://myanimelist.net/anime/2675/Doraemon_Movie_17__Nobita_to_Ginga_Express
32494,Days (TV),"['Sports', 'School', 'Shounen']",24,91485,1186,2576,7.29,https://cdn.myanimelist.net/images/anime/11/88507.jpg,https://myanimelist.net/anime/32494/Days_TV
12231,Dragon Ball: Episode of Bardock,"['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Super Power', 'Martial Arts', 'Fantasy', 'Shounen']",1,59769,1674,2579,7.29,https://cdn.myanimelist.net/images/anime/8/35005.jpg,https://myanimelist.net/anime/12231/Dragon_Ball__Episode_of_Bardock
24429,Daze,['Music'],1,5153,5691,2577,7.29,https://cdn.myanimelist.net/images/anime/6/68981.jpg,https://myanimelist.net/anime/24429/Daze
2036,Cosmic Baton Girl Comet-san☆,"['Adventure', 'Comedy', 'Drama', 'Magic', 'Sci-Fi']",43,2637,7302,2575,7.29,https://cdn.myanimelist.net/images/anime/1710/95290.jpg,https://myanimelist.net/anime/2036/Cosmic_Baton_Girl_Comet-san%E2%98%86
37379,Chihayafuru 3,"['Drama', 'Game', 'Josei', 'School', 'Slice of Life', 'Sports']",24,45922,2007,2574,7.29,https://cdn.myanimelist.net/images/anime/1590/102068.jpg,https://myanimelist.net/anime/37379/Chihayafuru_3
15611,Cardfight!! Vanguard: Link Joker-hen,"['Action', 'Adventure', 'Demons', 'Game', 'Shounen']",59,14021,3780,2573,7.29,https://cdn.myanimelist.net/images/anime/3/44566.jpg,https://myanimelist.net/anime/15611/Cardfight_Vanguard__Link_Joker-hen
9544,Biohazard: Damnation,"['Action', 'Sci-Fi', 'Horror']",1,17528,3409,2572,7.29,https://cdn.myanimelist.net/images/anime/8/42299.jpg,https://myanimelist.net/anime/9544/Biohazard__Damnation
31754,Aoharu x Kikanjuu: Kemono-tachi no Senjou da na!,"['Action', 'Comedy', 'Shounen']",1,26513,2752,2571,7.29,https://cdn.myanimelist.net/images/anime/8/76478.jpg,https://myanimelist.net/anime/31754/Aoharu_x_Kikanjuu__Kemono-tachi_no_Senjou_da_na
38963,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami,"['Comedy', 'Drama']",1,10914,4193,2570,7.29,https://cdn.myanimelist.net/images/anime/1103/98120.jpg,https://myanimelist.net/anime/38963/Ano_Hi_Mita_Hana_no_Namae_wo_Bokutachi_wa_Mada_Shiranai__Menma_e_no_Tegami
30206,Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,"['Comedy', 'Magic', 'Fantasy']",1,59878,1675,2569,7.29,https://cdn.myanimelist.net/images/anime/11/74772.jpg,https://myanimelist.net/anime/30206/Amagi_Brilliant_Park__Nonbirishiteiru_Hima_ga_Nai
1548,Shin Taketori Monogatari: 1000-nen Joou,"['Sci-Fi', 'Mystery', 'Drama']",42,3431,6679,2568,7.3,https://cdn.myanimelist.net/images/anime/11/66489.jpg,https://myanimelist.net/anime/1548/Shin_Taketori_Monogatari__1000-nen_Joou
4581,Shikabane Hime: Aka,"['Action', 'Horror', 'Martial Arts']",13,95273,1149,2567,7.3,https://cdn.myanimelist.net/images/anime/10/20544.jpg,https://myanimelist.net/anime/4581/Shikabane_Hime__Aka
1317,Eyeshield 21: Maboroshi no Golden Bowl,"['Sports', 'Shounen']",1,7037,5009,4949,6.73,https://cdn.myanimelist.net/images/anime/6/6087.jpg,https://myanimelist.net/anime/1317/Eyeshield_21__Maboroshi_no_Golden_Bowl
35842,FLCL Alternative,"['Action', 'Comedy', 'Dementia', 'Mecha', 'Parody', 'Sci-Fi']",1,57195,1729,4952,6.73,https://cdn.myanimelist.net/images/anime/1494/93701.jpg,https://myanimelist.net/anime/35842/FLCL_Alternative
33726,Saiyuuki Reload Blast,"['Action', 'Adventure', 'Comedy', 'Supernatural', 'Drama', 'Josei']",12,29555,2587,2566,7.3,https://cdn.myanimelist.net/images/anime/11/86675.jpg,https://myanimelist.net/anime/33726/Saiyuuki_Reload_Blast
20939,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru OVA","['Harem', 'Comedy', 'Romance', 'School']",1,54226,1796,2563,7.3,https://cdn.myanimelist.net/images/anime/6/63023.jpg,https://myanimelist.net/anime/20939/Ore_no_Nounai_Sentakushi_ga_Gakuen_Love_Comedy_wo_Zenryoku_de_Jama_Shiteiru_OVA
10825,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,"['Comedy', 'Martial Arts', 'Slice of Life']",1,3376,6731,2565,7.3,https://cdn.myanimelist.net/images/anime/12/29888.jpg,https://myanimelist.net/anime/10825/Ranma_%C2%BD__Battle_ga_Ippai_29-nin_no_Korinai_Yatsura
2141,Oseam,"['Adventure', 'Drama']",1,5051,5731,2564,7.3,https://cdn.myanimelist.net/images/anime/6/26088.jpg,https://myanimelist.net/anime/2141/Oseam
3887,Ookiku Furikabutte: Kihon no Kihon,"['Sports', 'Drama', 'Seinen']",1,10559,4237,2562,7.3,https://cdn.myanimelist.net/images/anime/9/19763.jpg,https://myanimelist.net/anime/3887/Ookiku_Furikabutte__Kihon_no_Kihon
34533,Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!,"['Action', 'Comedy', 'School']",1,17524,3424,4146,6.91,https://cdn.myanimelist.net/images/anime/1685/104697.jpg,https://myanimelist.net/anime/34533/Nanbaka__Shusseki_Bangou_no_Tsuita_Baka-tachi
2020,One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou,"['Adventure', 'Comedy', 'Historical', 'Fantasy', 'Shounen']",1,23507,2943,2561,7.3,https://cdn.myanimelist.net/images/anime/9/21651.jpg,https://myanimelist.net/anime/2020/One_Piece__Nenmatsu_Tokubetsu_Kikaku_Mugiwara_no_Luffy_Oyabun_Torimonochou
3345,Mikan Enikki,"['Slice of Life', 'Comedy', 'Romance', 'Shoujo']",30,1927,8044,2560,7.3,https://cdn.myanimelist.net/images/anime/9/29836.jpg,https://myanimelist.net/anime/3345/Mikan_Enikki
38971,Nekomonogatari: Kuro Recap,['Supernatural'],1,5015,5769,4148,6.91,https://cdn.myanimelist.net/images/anime/1145/98159.jpg,https://myanimelist.net/anime/38971/Nekomonogatari__Kuro_Recap
37087,Overlord: Ple Ple Pleiades 2,"['Action', 'Comedy', 'Fantasy', 'Magic']",13,19809,3224,4151,6.91,https://cdn.myanimelist.net/images/anime/10/90101.jpg,https://myanimelist.net/anime/37087/Overlord__Ple_Ple_Pleiades_2
6299,Maria-sama ga Miteru 4th Specials,['Comedy'],11,4585,5949,2559,7.3,https://cdn.myanimelist.net/images/anime/12/14166.jpg,https://myanimelist.net/anime/6299/Maria-sama_ga_Miteru_4th_Specials
333,Mama wa Shougaku 4 Nensei,"['Comedy', 'Drama', 'Sci-Fi']",51,3426,6690,2558,7.3,https://cdn.myanimelist.net/images/anime/12/87408.jpg,https://myanimelist.net/anime/333/Mama_wa_Shougaku_4_Nensei
39511,Main Actor,['Music'],1,924,9746,2557,7.3,https://cdn.myanimelist.net/images/anime/1165/99728.jpg,https://myanimelist.net/anime/39511/Main_Actor
963,"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""","['Drama', 'Romance', 'Slice of Life']",1,32446,2453,2556,7.3,https://cdn.myanimelist.net/images/anime/10/82631.jpg,https://myanimelist.net/anime/963/Love_Hina__Motoko_no_Sentaku_Koi_ka_Ken_Naku_na
190,Love Hina Again,"['Comedy', 'Drama', 'Ecchi', 'Romance', 'Shounen']",3,72221,1461,2555,7.3,https://cdn.myanimelist.net/images/anime/3/10289.jpg,https://myanimelist.net/anime/190/Love_Hina_Again
27825,Long Zhi Gu: Poxiao Qibing,"['Action', 'Adventure', 'Magic', 'Fantasy']",1,3831,6404,2554,7.3,https://cdn.myanimelist.net/images/anime/9/78848.jpg,https://myanimelist.net/anime/27825/Long_Zhi_Gu__Poxiao_Qibing
36791,Ling Yu: Di San Ji,['Fantasy'],12,1056,9415,4100,6.92,https://cdn.myanimelist.net/images/anime/2/88950.jpg,https://myanimelist.net/anime/36791/Ling_Yu__Di_San_Ji
4375,Kyoro-chan,"['Adventure', 'Comedy', 'Fantasy']",91,1816,8171,2553,7.3,https://cdn.myanimelist.net/images/anime/7/66747.jpg,https://myanimelist.net/anime/4375/Kyoro-chan
6163,Kuroshitsuji Recap,"['Action', 'Mystery', 'Comedy', 'Historical', 'Demons', 'Supernatural', 'Shounen']",1,29066,2615,2552,7.3,https://cdn.myanimelist.net/images/anime/11/13586.jpg,https://myanimelist.net/anime/6163/Kuroshitsuji_Recap
3349,Kiddy GiRL-AND,"['Action', 'Comedy', 'Sci-Fi', 'Super Power']",24,15512,3618,4097,6.92,https://cdn.myanimelist.net/images/anime/4/74159.jpg,https://myanimelist.net/anime/3349/Kiddy_GiRL-AND
6794,Kurokami: Tora to Tsubasa,"['Action', 'Super Power', 'Martial Arts', 'Seinen']",1,7791,4800,4099,6.92,https://cdn.myanimelist.net/images/anime/5/23018.jpg,https://myanimelist.net/anime/6794/Kurokami__Tora_to_Tsubasa
655,Galaxy Angel 4,"['Comedy', 'Sci-Fi']",13,6235,5271,2545,7.3,https://cdn.myanimelist.net/images/anime/9/75307.jpg,https://myanimelist.net/anime/655/Galaxy_Angel_4
34302,Precure Dream Stars! Movie,"['Action', 'Comedy', 'Magic', 'Fantasy', 'Shoujo']",1,1909,8067,4153,6.91,https://cdn.myanimelist.net/images/anime/4/86596.jpg,https://myanimelist.net/anime/34302/Precure_Dream_Stars_Movie
2654,Doraemon Movie 22: Nobita to Tsubasa no Yuusha-tachi,"['Adventure', 'Fantasy', 'Kids', 'Shounen']",1,2349,7557,2543,7.3,https://cdn.myanimelist.net/images/anime/2/72427.jpg,https://myanimelist.net/anime/2654/Doraemon_Movie_22__Nobita_to_Tsubasa_no_Yuusha-tachi
1369,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,"['Adventure', 'Mystery', 'Comedy', 'Shounen']",1,14499,3721,2541,7.3,https://cdn.myanimelist.net/images/anime/5/19592.jpg,https://myanimelist.net/anime/1369/Detective_Conan_OVA_01__Conan_vs_Kid_vs_Yaiba
6460,Crayon Shin-chan Movie 05: Ankoku Tamatama Daitsuiseki,"['Action', 'Adventure', 'Comedy', 'Seinen']",1,3080,6949,2539,7.3,https://cdn.myanimelist.net/images/anime/3/22021.jpg,https://myanimelist.net/anime/6460/Crayon_Shin-chan_Movie_05__Ankoku_Tamatama_Daitsuiseki
8915,Dantalian no Shoka,"['Action', 'Mystery', 'Historical', 'Supernatural']",12,115123,980,2540,7.3,https://cdn.myanimelist.net/images/anime/2/52683.jpg,https://myanimelist.net/anime/8915/Dantalian_no_Shoka
15687,Chuunibyou demo Koi ga Shitai! Lite,"['Comedy', 'School']",6,90202,1203,2537,7.3,https://cdn.myanimelist.net/images/anime/5/42655.jpg,https://myanimelist.net/anime/15687/Chuunibyou_demo_Koi_ga_Shitai_Lite
11697,Area no Kishi,"['Comedy', 'School', 'Shounen', 'Sports']",37,53424,1810,2533,7.3,https://cdn.myanimelist.net/images/anime/6/73987.jpg,https://myanimelist.net/anime/11697/Area_no_Kishi
19759,Ansatsu Kyoushitsu: Jump Festa 2013 Special,"['Action', 'Comedy', 'Shounen']",1,55813,1763,2532,7.3,https://cdn.myanimelist.net/images/anime/8/52773.jpg,https://myanimelist.net/anime/19759/Ansatsu_Kyoushitsu__Jump_Festa_2013_Special
2225,Alps no Shoujo Heidi,"['Slice of Life', 'Historical', 'Drama']",52,20712,3135,2531,7.3,https://cdn.myanimelist.net/images/anime/1/2420.jpg,https://myanimelist.net/anime/2225/Alps_no_Shoujo_Heidi
